#	Id	ClassId	NameStringId	LevelDesignGroupId		MissionGroupPresetId	MissionGrooupIndex					MissionLV		UIDisplayType	CanReDoThisMission	RegularMissonPresetId	ChildrenMissionPresetId1	ChildrenMissionPresetId2	ChildrenMissionPresetId3	ChildrenMissionPresetId4	LevelDesignID	MainID	SubID	StartMissionScript 	EndMissionScript	BelongToMissionId	MissionItemIdOnAcceptMission1	MissionItemCountOnAcceptMission1	MissionItemIdOnAcceptMission2	MissionItemCountOnAcceptMission2	MissionItemIdOnAcceptMission3	MissionItemCountOnAcceptMission3	MissionItemIdOnAcceptMission4	MissionItemCountOnAcceptMission4	AcceptMissionNPCID		AcceptMissionLevelDesignId		ReturnMissionNPCID	ReturnMissionPosition		ReturnMissionLevelDesignId		CompleteMissionCausalityStringStartId	CompleteMissionCausalityStringEndId	MissionTargetStringId	MissionTargetLevelDesignId	MissionTargetPosition	MissionDescStringID	AcceptConversationID	UnFinishMissionAcceptID	UnFinishMissionReturnID	ReturnConversationID	RewardExp			RewardGP	RewardPrestige	RewardSkillId	RewardLimit	RewardID1	RewardCount1	RewardRate1	RewardID2	RewardCount2	RewardRate2	RewardID3	RewardCount3	RewardRate3	RewardID4	RewardCount4	RewardRate4	RewardID5	RewardCount5	RewardRate5	Visible	GfxId	AutoShare	bMainMission							
#	Id																																																									30%																						21					20	
#	Id	Class 編號	名稱StringID	關卡群組	任務名稱（10字）	屬於哪一個任務群組	在任務群組的第幾個順位	所在關卡(動物城)	任務類型	人數類型	重接	任務樹承接等級顯示	任務難度等級	UI顯示類別	是否可以重覆解	制式任務追蹤編號	附屬子任務1	附屬子任務2	附屬子任務3	附屬子任務4	開啟LevelDesign	主標記	副標記	開始Script	結束Script 	"所屬任務
(步驟)"	承接任務時獲得的物品編號1	承接任務時獲得的物品數量1	承接任務時獲得的物品編號2	承接任務時獲得的物品數量2	承接任務時獲得的物品編號3	承接任務時獲得的物品數量3	承接任務時獲得的物品編號4	承接任務時獲得的物品數量4	接任務NPC	接任務NPC	接任務地點	接任務地點	還任務NPC	"任務追蹤
還任務NPC座標"	還任務NPC	還任務地點	還任務地點	任務目標String起始編號	任務目標String結尾編號	"任務追蹤
任務對象String"	"任務追蹤
對象所在關卡"	"任務追蹤
對象座標"	任務描述	接任務對話	任務提示(接取NPC)	任務提示(回報NPC)	還任務對話	獎勵Exp	修正以前獎勵Exp	任務種類備註	獎勵 GP	獎勵聲望	獎勵 技能	獎勵物品數量上限	"獎勵1物品
裝備飾品"	獎勵1數量	獎勵1機率	"獎勵2物品
藥水"	獎勵2數量	獎勵2機率	"獎勵3物品
武卷卷軸"	獎勵3數量	獎勵3機率	"獎勵4物品
防卷卷軸"	獎勵4數量	獎勵4機率	"獎勵5物品
傳卷復活"	獎勵5數量	獎勵5機率	顯示	圖檔	自動分享	主線與否	任務所需時間(秒)	目標怪物EXP	怪物擊殺目標隻數	殺夠怪物須過關次數	單級關卡GP參考	獎勵GP計算	原始排序
	388	9300	2000388	1005	瑞比戰士最終測驗	6	2	兔城野外3	不重複：支線	1	否	13	17	0	0	388						388	0												40075	越野兔	1013	落葉林地	40075	3155 -0 697	越野兔	1013	落葉林地	8000388	8000388	3300069	1013	2880 100 2125	8010388	8021046	8021047		8021048	2550	25313	打王	4145	1785		1	30001	10	10000	30024	1	10000	30025	1	10000	30024	3	10000	30025	3	10000					160	"2,550"	1				219
	395	9300	2000395	1005	趕走異味第一回	8	1	兔城野外4	不重複：支線	1	否	18	18	0	0	395						395	0												40078	嚇綠弟	1014	螢火平原	40078	3227 0 -393	嚇綠弟	1014	螢火平原	8000395	8000395	3300072	1014	1900 0 -500	8010395	8021067	8021068		8021069	11805	64504	打怪	13411	8264		2	30001	5	5000	30007	5	5000	30022	1	5000	30023	1	5000	30027	1	5000					480	787	15				220
	396	9300	2000396	1005	趕走異味第二回	8	2	兔城野外4	不重複：支線	1	否	19	20	0	0	396						396	0												40078	嚇綠弟	1014	螢火平原	40078	3227 0 -393	嚇綠弟	1014	螢火平原	8000396	8000396	3300073	1014	2232 0 1655	8010396	8021070	8021071		8021072	12750	85750	打怪	15607	8925		2	30001	5	5000	30007	5	5000	30022	1	5000	30023	1	5000	30027	1	5000					480	850	15				221
	399	9300	2000399	1005	和平相處的景願	15	1	象城野外4	不重複：支線其他（對話、跑腿）	0	否	31	30	0	0	399						399	0	Mission399Start											40083	和平老人	1016	螢火密林	40084	4800 0 1100	老象酋長	1016	螢火密林	8000399	8000399	3200082			8010399	8021079	8021080		8021081	11172	14632	對話	1023	7820																						30	0	0				222
	400	9300	2000400	1005	冷淡的酋長	15	2	象城野外4	不重複：支線其他（對話、跑腿）	0	否	31	30	0	0	400						400	0	Mission400Start											40084	老象酋長	1016	螢火密林	40083	650 0 650	和平老人	1016	螢火密林	8000400	8000400	3200081			8010400	8021082	8021083		8021084	11172	14632	對話	1023	7820																						30	0	0				223
	401	9300	2000401	1005	展現力量	15	3	象城野外4	不重複：支線	1	否	31	32	0	0	401						401	0												40083	和平老人	1016	螢火密林	40083	650 0 650	和平老人	1016	螢火密林	8000401	8000401	3300080	1016	1700 0 300	8010401	8021085	8021086		8021087	39240	107560	打怪	9712	27468		2	30002	5	5000	30002	5	5000	30022	1	5000	30023	1	5000	30027	1	5000					240	"3,924"	20				224
	402	9300	2000402	1005	再訪象部落	15	4	象城野外4	不重複：支線其他（對話、跑腿）	0	否	31	31	0	0	402						402	0	Mission402Start											40083	和平老人	1016	螢火密林	40084	4800 0 1100	老象酋長	1016	螢火密林	8000402	8000402	3200082			8010402	8021088	8021089		8021090	11759	15418	對話	1158	8231																						30	0	0				225
	403	9300	2000403	1005	象族的陣容	15	5	象城野外4	不重複：支線	1	否	31	33	0	0	403						403	0												40084	老象酋長	1016	螢火密林	40084	4800 0 1100	老象酋長	1016	螢火密林	8000403	8000403	3300081	1016	2500 0 500	8010403	8021091	8021092		8021093	33980	113080	打怪	10176	23786		2	30002	5	5000	30008	5	5000	30022	1	5000	30023	1	5000	30027	1	5000					240	"3,398"	20				226
	404	9300	2000404	1005	象族使者	15	6	象城野外4	不重複：支線其他（對話、跑腿）	0	否	32	32	0	0	404						404	0												40084	老象酋長	1016	螢火密林	40083	650 0 650	和平老人	1016	螢火密林	8000404	8000404	3200081			8010404	8021094	8021095		8021096	12365	32426	對話	2428	8656		1	30002	5	1000	30008	5	1000	30022	1	1000	30023	1	1000	30029	1	1000					60	0	0				227
	405	9300	2000405	1005	象族部落秘辛	15	7	象城野外4	不重複：支線其他（對話、跑腿）	0	否	32	32	0	0	405						405	0	Mission405Start											40083	和平老人	1016	螢火密林	40084	4800 0 1100	老象酋長	1016	螢火密林	8000405	8000405	3200082			8010405	8021097	8021098		8021099	12365	16213	對話	1214	8656																						30	0	0				228
	406	9300	2000406	1005	展現決心	15	8	象城野外4	不重複：支線	1	否	32	34	0	0	406						406	0												40084	老象酋長	1016	螢火密林	40084	4800 0 1100	老象酋長	1016	螢火密林	8000406	8000406	3300082	1016	5900 0 250	8010406	8021100	8021101		8021102	43200	130960	打怪	13305	30240		2	30002	5	5000	30008	5	5000	30022	1	5000	30023	1	5000	30027	1	5000					300	"4,320"	20				229
	407	9300	2000407	1005	象族勇士	15	9	象城野外4	不重複：支線其他（對話、跑腿）	0	否	33	33	0	0	407						407	0	Mission407Start											40085	老象酋長	1016	螢火密林	40085	5850 100 2100	勇士盾象	1016	螢火密林	8000407	8000407	3200083			8010407	8021103	8021104		8021105	12996	17047	對話	1272	9097																						30	0	0				230
	408	9300	2000408	1005	敵視人類的象	15	10	象城野外4	不重複：支線	1	否	33	35	0	0	408						408	0												40085	勇士盾象	1016	螢火密林	40085	5850 100 2100	勇士盾象	1016	螢火密林	8000408	8000408	3300083	1016	5100 100 3300	8010408	8021106	8021107		8021108	46870	141520	打怪	13909	32809		2	30002	5	5000	30002	5	5000	30022	1	5000	30023	1	5000	30027	1	5000					300	"4,687"	20				231
	409	9300	2000409	1005	巨鎚酋長	15	11	象城野外4	不重複：支線	1	否	33	36	0	0	409						409	0												40085	勇士盾象	1016	螢火密林	40085	5850 100 2100	勇士盾象	1016	螢火密林	8000409	8000409	3300084	1016	8300 100 3600	8010409	8021109	8021110		8021111	10630	185381	打王	15673	7441		1	30002	30	10000	30024	1	10000	30025	1	10000	30024	3	10000	30025	3	10000					300	"21,260"	1				232
	410	9300	2000410	1005	和平來到	15	12	象城野外4	不重複：支線其他（對話、跑腿）	0	否	33	34	0	0	410						410	0	Mission410Start											40085	勇士盾象	1016	螢火密林	40084	4800 0 1100	老象酋長	1016	螢火密林	8000410	8000410	3200082			8010410	8021112	8021113		8021114	13645	17891	對話	1331	9552		1	30002	1	10000	30008	1	10000	30022	1	10000	30023	1	10000	30029	1	10000					30	0	0				233
	413	9300	2000413	1005	孫子要養蜻蜓	13	1	象城野外3	不重複：支線	1	否	28	29	0	0	413						413	0												40082	老奶奶	1015	署光之城	40082	430 0 283	老奶奶	1015	署光之城	8000413	8000413	3300075	1015	1316 0 -183	8010413	8021121	8021122		8021123	26900	96840	打怪	6137	18830		2	30002	5	5000	30008	5	5000	30022	1	5000	30023	1	5000	30027	1	5000					180	"2,690"	20				234
	414	9300	2000414	1005	孫子要養青青象	13	2	象城野外3	不重複：支線	1	否	28	30	0	0	414						414	0												40082	老奶奶	1015	署光之城	40082	431 0 283	老奶奶	1015	署光之城	8000414	8000414	3300076	1015	955 150 1788	8010414	8021124	8021125		8021126	29660	100520	打怪	6136	20762		2	30002	5	5000	30008	5	5000	30022	1	5000	30023	1	5000	30027	1	5000					180	"2,966"	20				235
	415	9300	2000415	1005	孫子怕鬼	13	3	象城野外3	不重複：支線	1	否	28	31	0	0	415						415	0												40082	老奶奶	1015	署光之城	40082	432 0 283	老奶奶	1015	署光之城	8000415	8000415	3300077	1015	2737 -0 205	8010415	8021127	8021128		8021129	37350	132975	打怪	11584	26145		2	30002	5	5000	30008	5	5000	30022	1	5000	30023	1	5000	30027	1	5000					300	"3,735"	20				236
	416	9300	2000416	1005	哪裡有賣西瓜？	13	4	象城野外3	不重複：支線其他（對話、跑腿）	0	否	28	32	0	0	416						416	0												40082	老奶奶	1015	署光之城	40082	433 0 283	老奶奶	1015	署光之城	8000416	8000416	3300079	1015	6110 300 1500	8010416	8021130	8021131		8021132	12365	16213	跑腿	1214	8656		2	30002	10	1500	30008	10	1500	30022	1	1500	30023	1	1500	30029	1	1500					30	0	0				237
	417	9300	2000417	1001	趕走西瓜大盜	0	0	象城野外3	重複：殺怪數	1	是	28	32	0	1	417						417	0												40082	老奶奶	1015	署光之城	40082	434 0 283	老奶奶	1015	署光之城	8000417	8000417	3300078	1015	4652 0 2024	8010417	8021133	8021134		8021135	15936	25370	重複	4856	4781		1	30102	500	10000																	240	"2,656"	20				238
	418	9300	2000418	1005	訓練膽子	14	1	象城野外3	不重複：支線其他（對話、跑腿）	0	否	29	29	0	0	418						418	0	Mission418Start											40081	出家人	1015	署光之城	40080	1300 166 1750	胖胖	1015	署光之城	8000418	8000418	3200078			8010418	8021136	8021137		8021138	10665	13261	對話	1023	7466																						30	0	0				239
	419	9300	2000419	1005	變大膽的辦法	14	2	象城野外3	不重複：支線	1	否	29	31	0	0	419						419	0												40080	胖胖	1015	署光之城	40081	831 -9 668	出家人	1015	署光之城	8000419	8000419	3300077	1015	2668 150 1874	8010419	8021139	8021140	8021169	8021141	18675	59100	打怪	5792	13073		2	30002	5	5000	30008	5	5000	30022	1	5000	30023	1	5000	30027	1	5000					150	"3,735"	10				240
	420	9300	2000420	1005	嚇嚇出家人	14	3	象城野外3	不重複：支線其他（對話、跑腿）	0	否	29	30	0	0	420						420	0	Mission420Start											40081	出家人	1015	署光之城	40081	832 -9 668	出家人	1015	署光之城	8000420	8000420	3200079			8010420	8021142	8021143		8021144	11172	14632	對話	1023	7820																						30	0	0				241
	421	9300	2000421	1005	一個人也不怕了	14	4	象城野外3	不重複：支線其他（對話、跑腿）	0	否	29	30	0	0	421						421	0	Mission421Start											40081	出家人	1015	署光之城	40080	1300 166 1750	胖胖	1015	署光之城	8000421	8000421	3200078			8010421	8021145	8021146		8021147	11172	14632	對話	1023	7820																						30	0	0				242
	422	9300	2000422	1005	胖胖不胖	14	5	象城野外3	不重複：支線其他（對話、跑腿）	0	否	29	30	0	0	422						422	0	Mission422Start											40080	胖胖	1015	署光之城	40081	832 -9 668	出家人	1015	署光之城	8000422	8000422	3200079			8010422	8021148	8021149		8021150	11172	14632	對話	1023	7820																						30	0	0				243
	423	9300	2000423	1005	瘦下來的辦法	14	6	象城野外3	不重複：支線其他（對話、跑腿）	0	否	29	30	0	0	423						423	0	Mission423Start											40081	出家人	1015	署光之城	40080	1300 166 1750	胖胖	1015	署光之城	8000423	8000423	3200078			8010423	8021151	8021152		8021153	11172	14632	對話	1023	7820																						30	0	0				244
	424	9300	2000424	1005	示範晨跑	14	7	象城野外3	不重複：支線其他（對話、跑腿）	0	否	29	30	0	0	424						424	0												40080	胖胖	1015	署光之城	40080	1300 166 1750	胖胖	1015	署光之城	8000424	8000424	6100000			8010424	8021154	8021155		8021156	11172	29265	跑腿	2045	7820		1	30002	1	10000	30008	1	10000	30022	1	10000	30023	1	10000	30029	1	10000					60	0	0				245
	425	9300	2000425	1005	有沒有其他辦法？	14	8	象城野外3	不重複：支線其他（對話、跑腿）	0	否	30	31	0	0	425						425	0	Mission425Start											40080	胖胖	1015	署光之城	40081	832 -9 668	出家人	1015	署光之城	8000425	8000425	3200079			8010425	8021157	8021158		8021159	11759	15418	對話	1158	8231																						30	0	0				246
	426	9300	2000426	1005	控制飲食	14	9	象城野外3	不重複：支線其他（對話、跑腿）	0	否	30	31	0	0	426						426	0	Mission426Start											40081	出家人	1015	署光之城	40080	1300 166 1750	胖胖	1015	署光之城	8000426	8000426	3200078			8010426	8021160	8021161		8021162	11759	15418	對話	1158	8231																						30	0	0				247
	435	9300	2000435	1005	噴火惡霸	18	1	彪城野外3	不重複：支線其他（對話、跑腿）	0	否	39	39	0	0	435						435	0	Mission435Start											40127	彪城村長	1017	彪城野外3	40127	749 -2 480	彪城村長	1017	彪城野外3	8000435	8000435	3200124			8010435	8021266			8021268	17639	23170	對話	1772	12347																						30	0	0				248
	436	9300	2000436	1005	請求指示	18	2	彪城野外3	不重複：支線其他（對話、跑腿）	0	否	39	39	0	0	436						436	0	Mission436Start											40127	彪城村長	1017	彪城野外3	40128	1691 148 1971	金獅石像	1017	彪城野外3	8000436	8000436	3200125			8010436	8021269	8021270		8021271	17639	23170	對話	1772	12347																						30	0	0				249
	437	9300	2000437	1005	第一次跟石像打招呼	18	3	彪城野外3	不重複：支線其他（對話、跑腿）	0	否	39	39	0	0	437						437	0	Mission437Start											40128	金獅石像	1017	彪城野外3	40128	1691 148 1971	金獅石像	1017	彪城野外3	8000437	8000437	3200125			8010437	8021272			8021274	17639	23170	對話	1772	12347																						30	0	0				250
	438	9300	2000438	1005	第二次跟石像打招呼	18	4	彪城野外3	不重複：支線	1	否	39	39	0	0	438						438	0												40128	金獅石像	1017	彪城野外3	40128	1691 148 1971	金獅石像	1017	彪城野外3	8000438	8000438	3300090	1017	815 148 1854	8010438	8021275	8021276		8021277	68160	345480	打怪	17718	47712		2	30002	5	5000	30008	5	5000	30022	1	5000	30023	1	5000	30027	1	5000					300	"4,544"	30				251
	439	9300	2000439	1005	第三次跟石像打招呼	18	5	彪城野外3	不重複：支線其他（對話、跑腿）	1	否	39	39	0	0	439						439	0												40128	金獅石像	1017	彪城野外3	40128	1691 148 1971	金獅石像	1017	彪城野外3	8000439	8000439	3100034	1017	1786 148 1960	8010439	8021278	8021279		8021280	17639	23170	打怪	1772	12347		2	30002	5	5000	30008	5	5000	30022	1	5000	30023	1	5000	30027	1	5000					30	0	1				252
	440	9300	2000440	1005	告訴我壞蛋是誰?	18	6	彪城野外3	不重複：支線其他（對話、跑腿）	0	否	39	39	0	0	440						440	0	Mission440Start											40128	金獅石像	1017	彪城野外3	40128	1691 148 1971	金獅石像	1017	彪城野外3	8000440	8000440	3200125			8010440	8021281			8021283	17639	23170	對話	1772	12347																						30	0	0				253
	441	9300	2000441	1005	壞蛋名單	18	7	彪城野外3	不重複：支線其他（對話、跑腿）	0	否	39	39	0	0	441						441	0	Mission441Start											40128	金獅石像	1017	彪城野外3	40127	749 -2 480	彪城村長	1017	彪城野外3	8000441	8000441	3200124			8010441	8021284	8021285		8021286	17639	23170	對話	1772	12347																						30	0	0				254
	442	9300	2000442	1005	打擊惡霸第一回	18	8	彪城野外3	不重複：支線	1	否	40	40	0	0	442						442	0												40127	彪城村長	1017	彪城野外3	40127	749 -2 480	彪城村長	1017	彪城野外3	8000442	8000442	3300091	1017	2026 -101 -109	8010442	8021287	8021288		8021289	73140	369240	打怪	27667	51198		2	30003	5	5000	30009	5	5000	30022	1	5000	30023	1	5000	30027	1	5000					450	"4,876"	30		"345,480"	"345,480"	255
	443	9300	2000443	1005	打擊惡霸第二回	18	9	彪城野外3	不重複：支線	1	否	41	41	0	0	443						443	0												40127	彪城村長	1017	彪城野外3	40127	749 -2 480	彪城村長	1017	彪城野外3	8000443	8000443	3300092	1017	4392 -3 -1172	8010443	8021290	8021291		8021292	75180	384540	打怪	31027	52626		2	30003	5	5000	30009	5	5000	30022	1	5000	30023	1	5000	30027	1	5000					450	"5,012"	30				256
	444	9300	2000444	1005	打擊惡霸第三回	18	10	彪城野外3	不重複：支線	1	否	42	42	0	0	444						444	0												40127	彪城村長	1017	彪城野外3	40127	749 -2 480	彪城村長	1017	彪城野外3	8000444	8000444	3300093	1017	7928 -3 663	8010444	8021293	8021294		8021295	79590	399000	打怪	32208	55713		2	30003	5	5000	30009	5	5000	30022	1	5000	30023	1	5000	30027	1	5000					450	"5,306"	30				257
	445	9300	2000445	1005	超級大惡霸	18	11	彪城野外3	不重複：支線	1	否	42	42	0	0	445						445	0												40127	彪城村長	1017	彪城野外3	40127	749 -2 480	彪城村長	1017	彪城野外3	8000445	8000445	3300094	1017	7979 0 401	8010445	8021296	8021297		8021298	17040	375429	打王	35786	11928		1	30003	30	10000	30024	1	10000	30025	1	10000	30024	3	10000	30025	3	10000					500	"34,080"	1				258
	446	9300	2000446	1001	被借走的皮球	0	0	彪城野外3	重複：撿物品	0	是	39	39	0	1	446						446	0		Mission446End										40128	金獅石像	1017	彪城野外3	40128	1691 148 1971	金獅石像	1017	彪城野外3	8000446	8000446	8040003	1017	895 148 1763	8010446	8021299	8021300		8021301	40824	96135	重複	8859	12247		1	30102	900	10000																	300	"4,536"	30				259
	447	9300	2000447	1005	能源不足	19	1	彪城野外4	不重複：支線其他（對話、跑腿）	0	否	42	42	0	0	447						447	0	Mission447Start											40129	王老五	1018	彪城野外4	40129	300 5 138	王老五	1018	彪城野外4	8000447	8000447	3200126			8010447	8021302			8021304	20474	26905	對話	2147	14332																						30	0	0				260
	448	9300	2000448	1005	收集器材	19	2	彪城野外4	不重複：支線	1	否	42	42	0	0	448						448	0		Mission448End										40129	王老五	1018	彪城野外4	40129	300 5 138	王老五	1018	彪城野外4	8000448	8000448	3300095	1018	807 0 -850	8010448	8021305	8021306		8021307	42770	360360	打怪	32208	29939		2	30003	5	5000	30009	5	5000	30022	1	5000	30023	1	5000	30027	1	5000					450	"4,277"	20				261
	449	9300	2000449	1005	安全第一	19	3	彪城野外4	不重複：支線	1	否	43	43	0	0	449						449	0		Mission449End										40129	王老五	1018	彪城野外4	40129	300 5 138	王老五	1018	彪城野外4	8000449	8000449	3300096	1018	2369 0 2404	8010449	8021308	8021309		8021310	66660	374940	打怪	33404	46662		2	30003	5	5000	30009	5	5000	30022	1	5000	30023	1	5000	30027	1	5000					450	"4,444"	30				262
	450	9300	2000450	1005	收集正極能源	19	4	彪城野外4	不重複：支線	1	否	44	44	0	0	450						450	0		Mission450End										40129	王老五	1018	彪城野外4	40129	300 5 138	王老五	1018	彪城野外4	8000450	8000450	3300097	1018	4843 0 -128	8010450	8021311	8021312		8021313	84480	432960	打怪	34653	59136		2	30003	5	5000	30009	5	5000	30022	1	5000	30023	1	5000	30027	1	5000					450	"5,632"	30				263
	451	9300	2000451	1005	收集負極能源	19	5	彪城野外4	不重複：支線	1	否	44	44	0	0	451						451	0		Mission451End										40129	王老五	1018	彪城野外4	40129	300 5 138	王老五	1018	彪城野外4	8000451	8000451	3300098	1018	7874 1 389	8010451	8021314	8021315		8021316	84480	432960	打怪	34653	59136		2	30003	5	5000	30009	5	5000	30022	1	5000	30023	1	5000	30027	1	5000					450	"5,632"	30				264
	452	9300	2000452	1005	電力十足	19	6	彪城野外4	不重複：支線	1	否	45	45	0	0	452						452	0		Mission452End										40129	王老五	1018	彪城野外4	40129	300 5 138	王老五	1018	彪城野外4	8000452	8000452	3300099	1018	6598 1 -746	8010452	8021317	8021318		8021319	16160	438328	打王	39912	11312		1	30003	30	10000	30024	1	10000	30025	1	10000	30024	3	10000	30025	3	10000					500	"32,320"	1				265
	453	9300	2000453	1005	珍惜資源	19	7	彪城野外4	不重複：支線其他（對話、跑腿）	0	否	45	45	0	0	453						453	0	Mission453Start											40129	王老五	1018	彪城野外4	40129	300 5 138	王老五	1018	彪城野外4	8000453	8000453	3200126			8010453	8021320			8021322	23470	10291	結尾	798	16429		1	30003	1	10000	30009	1	10000	30022	1	10000	30023	1	10000	30029	1	10000					10	0	0				266
	454	9300	2000454	1001	合成能源第一階段	0	0	彪城野外4	不重複：特殊	0	是	42	42	0	1	454						454	0		Mission454End										40129	王老五	1018	彪城野外4	40129	300 5 138	王老五	1018	彪城野外4	8000454	8000454	8040003	1018	860 0 -889	8010454	8021323	8021324		8021325	2250	2250	重複	3578	1575		2	40015	1	10000	30103	100	10000														500	0	20				267
	455	9300	2000455	1001	合成能源第二階段	0	0	彪城野外4	不重複：特殊	0	是	42	42	0	1	455						455	0		Mission455End										40129	王老五	1018	彪城野外4	40129	300 5 138	王老五	1018	彪城野外4	8000455	8000455	3200126	1018	300 5 138	8010455	8021326	8021327		8021328	11250	11250	重複	17888	7875		2	40016	1	10000	30103	400	10000														10	0	5				268
	456	9300	2000456	1001	合成能源第三階段	0	0	彪城野外4	不重複：特殊	0	是	42	42	0	1	456						456	0		Mission456End										40129	王老五	1018	彪城野外4	40129	300 5 138	王老五	1018	彪城野外4	8000456	8000456	3200126	1018	300 5 138	8010456	8021329	8021330		8021331	67500	67500	重複	107325	47250		2	40013	1	10000	30103	717	10000														10	0	3				269
	457	9300	2000457	1001	能源回收	0	0	彪城野外4	不重複：特殊	0	是	42	42	0	1	457						457	0		Mission457End										40129	王老五	1018	彪城野外4	40129	300 5 138	王老五	1018	彪城野外4	8000457	8000457	3200126	1018	300 5 138	8010457	8021332	8021333		8021334	270000	270000	重複	429300	189000		1	30103	1433	10000																	10	0	1				270
